Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-712856449;2012-04-09T07:37:33+01:00;In Progress;Accepted;Medium;Org line C;C_3;G211 3rd;PROD325;se;Sweden;Inger
1-712856449;2012-04-09T07:39:47+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_3;G211 3rd;PROD325;se;Sweden;Inger
1-712856449;2012-04-09T08:02:57+01:00;In Progress;Accepted;Medium;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-712856449;2012-04-16T10:59:43+01:00;Closed;Completed;Medium;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-712972277;2012-04-09T17:18:44+01:00;In Progress;Accepted;Major;Org line C;E_4;G93 2nd;PROD251;in;USA;Donald
1-712972277;2012-04-09T17:22:22+01:00;Closed;Completed;Major;Org line C;E_4;G93 2nd;PROD251;in;USA;Donald
1-713106267;2012-04-10T01:03:09+01:00;In Progress;Accepted;Major;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-713106267;2012-05-15T22:33:02+01:00;In Progress;Accepted;Major;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-713106267;2012-05-15T22:46:34+01:00;Closed;Completed;Major;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-715479377;2012-04-10T09:30:09+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-715479377;2012-04-10T09:31:00+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-715638561;2012-04-10T12:37:14+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-715638561;2012-04-10T12:44:34+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-715638561;2012-04-10T13:09:18+01:00;In Progress;Accepted;High;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-715638561;2012-04-10T13:41:51+01:00;Closed;Completed;High;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-715660478;2012-04-10T13:13:57+01:00;In Progress;Accepted;Major;Org line C;C_6;G278 3rd;PROD632;se;Sweden;Martin
1-715660478;2012-04-10T13:18:10+01:00;Closed;Completed;Major;Org line C;C_6;G278 3rd;PROD632;se;Sweden;Martin
1-715660478;2012-04-13T09:32:19+01:00;In Progress;Accepted;Major;Org line C;C_6;G278 3rd;PROD632;se;Sweden;Martin
1-715660478;2012-04-23T13:37:54+01:00;Closed;Completed;Major;Org line C;C_6;G278 3rd;PROD632;se;Sweden;Martin
1-715674227;2012-04-10T13:32:50+01:00;In Progress;Accepted;Medium;Org line C;E_1;G128 2nd;PROD636;be;Belgium;Dieter
1-715674227;2012-05-11T10:03:56+01:00;Closed;Completed;Medium;Org line C;E_1;G128 2nd;PROD636;be;Belgium;Dieter
1-715703591;2012-04-10T14:00:58+01:00;In Progress;Accepted;Medium;Org line C;E_1;G128 2nd;PROD636;be;POLAND;Mariusz
1-715703591;2012-04-13T09:28:58+01:00;Closed;Completed;Medium;Org line C;E_1;G128 2nd;PROD636;be;POLAND;Mariusz
1-715860062;2012-04-10T16:46:49+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;N23 2nd;PROD414;se;Sweden;Gunilla
1-715860062;2012-04-10T16:54:09+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_3;N23 2nd;PROD414;se;Sweden;Gunilla
1-715860062;2012-04-11T09:36:14+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;N23 2nd;PROD414;se;Sweden;Ola
1-715860062;2012-04-19T09:02:37+01:00;Closed;Completed;Medium;Org line A2;A2_3;N23 2nd;PROD414;se;Sweden;Ola
1-716154984;2012-04-11T07:38:08+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Rakesh
1-716154984;2012-04-11T07:40:27+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Tarun
1-716154984;2012-04-24T08:07:44+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Tarun
1-716571976;2012-04-11T18:32:25+01:00;In Progress;Accepted;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Désirée
1-716571976;2012-05-14T15:33:15+01:00;Closed;Completed;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Désirée
1-716571976;2012-05-16T16:33:12+01:00;In Progress;Accepted;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Désirée
1-716571976;2012-05-16T16:43:44+01:00;Awaiting Assignment;Queued;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Désirée
1-716571976;2012-05-18T06:26:00+01:00;In Progress;Accepted;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Anette
1-716571976;2012-05-18T06:26:25+01:00;Closed;Completed;Major;Org line C;V3_2;M9;PROD153;se;Sweden;Anette
1-717122893;2012-04-12T14:21:26+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;M22 2nd;PROD327;se;Sweden;Anders
1-717122893;2012-04-12T14:23:04+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_1;M22 2nd;PROD327;se;Sweden;Anders
1-717122893;2012-04-12T14:25:53+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;M22 2nd;PROD327;se;POLAND;Rafal
1-717122893;2012-04-18T16:06:33+01:00;Wait;Accepted;Medium;Org line A2;A2_1;M22 2nd;PROD327;se;POLAND;Rafal
1-717122893;2012-05-23T13:25:14+01:00;Closed;Completed;Medium;Org line A2;A2_1;M22 2nd;PROD327;se;POLAND;Rafal
1-717222893;2012-04-12T14:35:00+01:00;In Progress;Accepted;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717222893;2012-04-12T14:40:06+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717222893;2012-04-13T15:10:52+01:00;In Progress;Accepted;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Alexander
1-717222893;2012-04-13T15:13:44+01:00;Closed;Completed;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Alexander
1-717275094;2012-04-12T15:12:45+01:00;In Progress;Accepted;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717275094;2012-04-12T15:17:17+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717275094;2012-04-13T15:11:01+01:00;In Progress;Accepted;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Alexander
1-717275094;2012-04-13T15:15:05+01:00;Closed;Completed;Medium;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Alexander
1-717713590;2012-04-13T13:02:00+01:00;In Progress;Accepted;Medium;Org line C;E_6;S20 2nd;PROD634;se;Sweden;Anders
1-717713590;2012-05-21T11:37:20+01:00;In Progress;Accepted;Medium;Org line C;E_6;S20 2nd;PROD634;se;Sweden;Anders
1-717713590;2012-05-21T11:37:30+01:00;Closed;Completed;Medium;Org line C;E_6;S20 2nd;PROD634;se;Sweden;Anders
1-717801169;2012-04-13T11:30:07+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-717801169;2012-04-13T11:32:34+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-717838591;2012-04-13T11:19:48+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G217 3rd;PROD796;pl;POLAND;Mariusz
1-717838591;2012-05-31T10:10:27+01:00;Closed;Completed;Medium;Org line A2;A2_2;G217 3rd;PROD796;pl;POLAND;Mariusz
1-717852570;2012-04-13T15:11:31+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-717852570;2012-04-13T15:12:14+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-718031374;2012-04-13T15:09:26+01:00;In Progress;Accepted;Medium;Org line V11;;V50 2nd;PROD158;gb;United Kingdom;James
1-718031374;2012-04-24T14:36:45+01:00;In Progress;Accepted;Medium;Org line V11;;V50 2nd;PROD158;gb;United Kingdom;James
1-718031374;2012-04-24T14:36:59+01:00;Closed;Completed;Medium;Org line V11;;V50 2nd;PROD158;gb;United Kingdom;James
1-718056641;2012-04-13T17:20:12+01:00;Awaiting Assignment;Queued;High;Org line C;;N6 2nd;PROD316;us;USA;Robert
1-718056641;2012-04-13T20:09:17+01:00;Assigned;Accepted;High;Org line C;;N6 2nd;PROD316;us;USA;Christy
1-718056641;2012-05-11T21:00:27+01:00;Closed;Completed;High;Org line C;;N6 2nd;PROD316;us;USA;Christy
1-718132104;2012-04-13T16:58:57+01:00;In Progress;Accepted;Medium;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-718132104;2012-04-19T11:58:02+01:00;Closed;Completed;Medium;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-718958603;2012-04-16T11:15:04+01:00;In Progress;Accepted;Major;Org line C;C_5;V43 3rd;PROD609;fr;France;Florent
1-718958603;2012-04-16T11:17:25+01:00;Closed;Completed;Major;Org line C;C_5;V43 3rd;PROD609;fr;France;Florent
1-718960811;2012-04-16T09:17:43+01:00;In Progress;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Per-Olof
1-718960811;2012-04-16T09:22:03+01:00;Wait;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Per-Olof
1-718960811;2012-05-07T14:04:40+01:00;Closed;Completed;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Per-Olof
1-718973785;2012-04-16T08:49:05+01:00;In Progress;Accepted;Medium;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Pranesh
1-718973785;2012-04-16T09:01:35+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Pranesh
1-718973785;2012-04-16T09:51:04+01:00;In Progress;Accepted;Medium;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Venkanna
1-718973785;2012-05-03T09:07:07+01:00;Wait;Accepted;Medium;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Venkanna
1-718973785;2012-05-18T16:19:35+01:00;Closed;Completed;Medium;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Venkanna
1-719199254;2012-04-16T12:57:54+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-04-20T15:05:40+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-04-20T15:06:14+01:00;Closed;Completed;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16T16:30:33+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16T16:32:44+01:00;Closed;Completed;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16T16:32:48+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-16T16:32:55+01:00;Closed;Completed;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-17T12:33:38+01:00;In Progress;Accepted;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;2012-05-17T12:34:01+01:00;Closed;Completed;Medium;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719210927;2012-04-16T13:39:03+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-719210927;2012-04-16T13:47:43+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-719517578;2012-04-16T20:37:39+01:00;In Progress;Accepted;Medium;Org line V11;;V50 2nd;PROD161;gb;United Kingdom;James
1-719517578;2012-04-24T14:30:27+01:00;Closed;Completed;Medium;Org line V11;;V50 2nd;PROD161;gb;United Kingdom;James
1-719999163;2012-04-17T06:46:35+01:00;In Progress;Accepted;High;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-719999163;2012-05-16T04:48:11+01:00;Closed;Completed;High;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-720000146;2012-04-17T08:01:12+01:00;In Progress;Accepted;Medium;Org line G4;;O3 2nd;PROD483;se;Sweden;Charlotte
1-720000146;2012-04-17T08:03:17+01:00;Awaiting Assignment;Queued;Medium;Org line G4;;O3 2nd;PROD483;se;Sweden;Charlotte
1-720000146;2012-04-25T14:44:11+01:00;In Progress;Accepted;Medium;Org line G4;;S50 3rd;PROD483;se;Sweden;Charlotte
1-720000146;2012-04-25T14:49:11+01:00;Closed;Completed;Medium;Org line G4;;S50 3rd;PROD483;se;Sweden;Charlotte
1-720041655;2012-04-17T08:51:27+01:00;In Progress;Accepted;Medium;Org line C;E_1;G294 2nd;PROD401;se;Sweden;Johan
1-720041655;2012-04-17T09:38:11+01:00;Closed;Completed;Medium;Org line C;E_1;G294 2nd;PROD401;se;Sweden;Johan
1-720069371;2012-04-17T09:12:34+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17T12:57:02+01:00;Wait;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17T14:41:01+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-17T16:23:39+01:00;Wait;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-19T09:11:58+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-04-19T12:50:15+01:00;Wait;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;2012-05-14T08:55:22+01:00;Closed;Completed;Medium;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720110557;2012-04-17T10:19:39+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-720110557;2012-04-17T10:25:37+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-720457477;2012-04-17T16:06:27+01:00;In Progress;Accepted;Medium;Org line C;E_1;G99 2nd;PROD153;se;Sweden;Daniel
1-720457477;2012-05-23T14:39:52+01:00;Closed;Completed;Medium;Org line C;E_1;G99 2nd;PROD153;se;Sweden;Daniel
1-722041657;2012-04-18T09:19:44+01:00;In Progress;Accepted;Major;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Venkanna
1-722041657;2012-04-23T09:52:52+01:00;Closed;Completed;Major;Org line C;E_8;G181 2nd;PROD476;in;INDIA;Venkanna
1-722098557;2012-04-18T09:38:50+01:00;In Progress;Accepted;Medium;Org line C;C_1;G56 3rd;PROD744;be;Sweden;Karin
1-722098557;2012-05-04T12:01:00+01:00;Closed;Completed;Medium;Org line C;C_1;G56 3rd;PROD744;be;Sweden;Karin
1-722201158;2012-04-18T11:16:00+01:00;In Progress;Accepted;Low;Org line C;E_10;G253 2nd;PROD683;se;Sweden;Andreas
1-722201158;2012-05-23T13:31:30+01:00;Closed;Completed;Low;Org line C;E_10;G253 2nd;PROD683;se;Sweden;Andreas
1-722334217;2012-04-18T13:18:03+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-722334217;2012-04-18T13:24:14+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD97;us;POLAND;Ewa
1-722334434;2012-04-18T13:25:44+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-722334434;2012-04-18T13:26:55+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-722674364;2012-04-18T20:54:43+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-18T21:00:28+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-18T22:21:45+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Abhimanyu
1-722674364;2012-04-18T22:45:24+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G276 2nd;PROD802;pl;Sweden;Prasad
1-722674364;2012-04-19T07:51:30+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;2012-04-25T16:54:42+01:00;In Progress;Accepted;High;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Arun
1-722674364;2012-04-25T16:58:49+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G273 3rd;PROD802;pl;Sweden;Martin
1-722674364;2012-05-07T13:13:40+01:00;Assigned;Accepted;High;Org line C;C_6;G273 3rd;PROD802;pl;USA;Stephen
1-722674364;2012-05-07T13:45:40+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_2;N28 2nd;PROD802;pl;POLAND;Krzysztof
1-722674364;2012-05-07T15:26:17+01:00;Assigned;Accepted;High;Org line A2;A2_2;N28 2nd;PROD802;pl;POLAND;Maciej
1-722674364;2012-05-08T09:16:03+01:00;In Progress;Accepted;High;Org line A2;A2_2;N28 2nd;PROD802;pl;POLAND;Maciej
1-722674364;2012-05-08T09:19:49+01:00;Closed;Completed;High;Org line A2;A2_2;N28 2nd;PROD802;pl;POLAND;Maciej
1-722688743;2012-04-19T04:54:27+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;2012-04-19T06:58:07+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;2012-05-24T04:31:28+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;2012-05-24T04:31:54+01:00;Closed;Completed;Medium;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722742993;2012-04-18T22:31:13+01:00;In Progress;Accepted;High;Org line C;;N6 2nd;PROD181;us;USA;Edward
1-722742993;2012-04-19T18:51:03+01:00;Wait;Accepted;High;Org line C;;N6 2nd;PROD181;us;USA;Edward
1-722742993;2012-04-23T15:52:04+01:00;Closed;Completed;High;Org line C;;N6 2nd;PROD181;us;USA;Edward
1-726517211;2012-04-19T08:15:21+01:00;In Progress;Accepted;Medium;Org line C;E_5;G75;PROD821;be;Belgium;Peter
1-726517211;2012-04-19T08:15:49+01:00;In Progress;Accepted;Medium;Org line C;E_5;G75;PROD821;be;Belgium;Peter
1-726517211;2012-04-19T08:16:09+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_5;G74;PROD821;be;Belgium;Peter
1-726517211;2012-04-19T08:16:24+01:00;In Progress;Accepted;Medium;Org line C;E_5;G74;PROD821;be;Belgium;Peter
1-726517211;2012-04-19T08:18:34+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_1;G55 2nd;PROD821;be;Belgium;Peter
1-726517211;2012-04-20T13:10:12+01:00;Assigned;Accepted;Medium;Org line C;E_1;G55 2nd;PROD821;be;Sweden;Patrik
1-726517211;2012-05-08T09:41:56+01:00;Assigned;Accepted;Medium;Org line C;E_1;G55 2nd;PROD821;be;France;Raphael
1-726517211;2012-05-09T10:50:00+01:00;In Progress;Accepted;Medium;Org line C;E_1;G55 2nd;PROD821;be;Sweden;Patrik
1-726517211;2012-05-09T10:50:05+01:00;Closed;Completed;Medium;Org line C;E_1;G55 2nd;PROD821;be;Sweden;Patrik
1-726760342;2012-04-19T12:36:37+01:00;In Progress;Accepted;Low;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726760342;2012-04-19T12:37:20+01:00;Wait;Accepted;Low;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726760342;2012-05-24T10:41:39+01:00;Closed;Completed;Low;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726808501;2012-04-19T13:31:06+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Miroslaw
1-726808501;2012-05-23T15:56:52+01:00;Closed;Completed;Medium;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Miroslaw
1-728461114;2012-04-20T12:01:51+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728461114;2012-05-07T14:41:58+01:00;Wait;Accepted;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728461114;2012-05-18T20:14:41+01:00;Closed;Completed;High;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728470722;2012-04-20T13:04:29+01:00;In Progress;Accepted;Major;Org line A2;D_1;G197 2nd;PROD617;se;Sweden;Åsa
1-728470722;2012-04-20T13:05:30+01:00;Assigned;Accepted;Major;Org line A2;D_1;G197 2nd;PROD617;se;Sweden;Åsa
1-728470722;2012-04-20T13:32:59+01:00;Awaiting Assignment;Queued;Major;Org line A2;D_1;G197 2nd;PROD617;se;POLAND;Jaroslaw
1-728470722;2012-04-20T14:01:19+01:00;Awaiting Assignment;Queued;Major;Org line A2;D_1;V16 3rd;PROD617;se;Korea;Hongjae
1-728470722;2012-04-23T00:06:25+01:00;Assigned;Accepted;Major;Org line A2;D_1;V16 3rd;PROD617;se;Sweden;Avinash
1-728470722;2012-04-23T06:24:33+01:00;Awaiting Assignment;Queued;Major;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Jenny
1-728470722;2012-05-09T12:15:12+01:00;In Progress;Accepted;Major;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Jenny
1-728470722;2012-05-09T12:15:37+01:00;Assigned;Accepted;Major;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728470722;2012-05-29T13:18:15+01:00;In Progress;Accepted;Major;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728470722;2012-05-30T08:44:57+01:00;Closed;Completed;Major;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728630851;2012-04-20T17:03:47+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G290 3rd;PROD154;us;Sweden;Jonas
1-728630851;2012-04-23T14:57:50+01:00;Assigned;Accepted;High;Org line C;C_6;G290 3rd;PROD154;us;Sweden;Jonas
1-728630851;2012-05-09T12:26:56+01:00;Awaiting Assignment;Queued;High;Org line C;;N6 2nd;PROD154;us;USA;Robert
1-728630851;2012-05-11T21:12:07+01:00;In Progress;Accepted;High;Org line C;;N6 2nd;PROD154;us;USA;Christy
1-728630851;2012-05-11T21:14:03+01:00;Closed;Completed;High;Org line C;;N6 2nd;PROD154;us;USA;Christy
1-728641711;2012-04-20T17:13:58+01:00;In Progress;Accepted;High;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;2012-04-20T17:26:35+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;2012-04-23T19:26:56+01:00;In Progress;Accepted;High;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;2012-05-14T13:51:02+01:00;Closed;Completed;High;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728649379;2012-04-20T16:32:44+01:00;In Progress;Accepted;High;Org line A2;A2_3;G349 3rd;PROD750;se;Sweden;Jörgen
1-728649379;2012-04-20T16:47:59+01:00;Closed;Completed;High;Org line A2;A2_3;G349 3rd;PROD750;se;Sweden;Jörgen
1-729423803;2012-04-23T09:11:42+01:00;In Progress;Accepted;Major;Org line C;E_6;U2 2nd;PROD802;se;Sweden;Klas
1-729423803;2012-05-24T12:24:32+01:00;Closed;Completed;Major;Org line C;E_6;U2 2nd;PROD802;se;Sweden;Klas
1-729440922;2012-04-23T08:29:47+01:00;In Progress;Accepted;Major;Org line C;;S29 2nd;PROD348;jp;Japan;Shin
1-729440922;2012-04-25T10:20:11+01:00;Closed;Completed;Major;Org line C;;S29 2nd;PROD348;jp;Japan;Shin
1-729635576;2012-04-23T15:04:18+01:00;In Progress;Accepted;Medium;Org line C;E_7;G153 2nd;PROD671;se;INDIA;Pai
1-729635576;2012-05-18T11:11:18+01:00;Closed;Completed;Medium;Org line C;E_7;G153 2nd;PROD671;se;INDIA;Pai
1-729711756;2012-04-23T14:24:45+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-729711756;2012-05-09T16:27:57+01:00;Closed;Completed;Medium;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-729826369;2012-04-23T15:56:04+01:00;In Progress;Accepted;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-729826369;2012-04-23T15:59:57+01:00;Closed;Completed;High;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-729966151;2012-04-23T17:15:33+01:00;In Progress;Accepted;Medium;Org line C;E_1;G55 2nd;PROD227;be;Sweden;Kåre
1-729966151;2012-05-03T14:46:11+01:00;Closed;Completed;Medium;Org line C;E_1;G55 2nd;PROD227;be;Sweden;Kåre
1-730084841;2012-04-23T23:48:09+01:00;Awaiting Assignment;Queued;Major;Org line C;C_6;G268 3rd;PROD805;in;Sweden;Vesa
1-730084841;2012-04-24T00:08:35+01:00;In Progress;Accepted;Major;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Himanshu
1-730084841;2012-04-24T00:09:14+01:00;Closed;Completed;Major;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Himanshu
1-730084875;2012-04-24T00:05:25+01:00;In Progress;Accepted;Major;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-730084875;2012-04-24T00:06:50+01:00;Awaiting Assignment;Queued;Major;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-730084875;2012-04-24T09:15:22+01:00;In Progress;Accepted;Major;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Björn
1-730084875;2012-05-02T16:23:13+01:00;Closed;Completed;Major;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Björn
1-730644447;2012-04-24T10:49:59+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-730644447;2012-04-24T10:55:03+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-730923421;2012-04-24T14:09:13+01:00;In Progress;Accepted;Low;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Kamal
1-730923421;2012-04-24T14:09:47+01:00;Wait;Accepted;Low;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Kamal
1-730923421;2012-05-10T16:56:14+01:00;Closed;Completed;Low;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Kamal
1-730961258;2012-04-24T14:46:35+01:00;In Progress;Accepted;Major;Org line A2;A2_2;G28 3rd;PROD182;se;Sweden;Jörgen
1-730961258;2012-05-08T07:38:40+01:00;Closed;Completed;Major;Org line A2;A2_2;G28 3rd;PROD182;se;Sweden;Jörgen
