,0,1,2,3,4,5,6,7,8,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,END,INVALID,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
15633,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15634,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15635,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15636,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15637,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15638,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15639,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15640,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15641,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15642,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15643,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15644,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15645,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15646,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15647,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15648,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15649,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15650,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15651,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15652,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15653,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15654,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15655,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15656,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15657,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15658,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15659,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15660,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15661,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15662,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15663,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15664,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15665,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15666,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15667,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15668,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15669,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15670,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
15671,Assign seriousness,Wait,Take in charge ticket,,,,,,,0,0,1,0,0,0,0,1,0,97,0,0,0,2
15672,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,0
15673,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15674,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15675,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15676,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15677,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15678,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15679,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15680,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15681,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15682,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15683,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15684,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15685,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15686,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15687,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15688,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15689,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15690,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15691,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15692,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15693,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15694,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15695,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15696,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15697,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15698,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15699,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15700,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15701,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15702,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15703,Assign seriousness,Resolve ticket,Take in charge ticket,,,,,,,0,91,0,0,0,0,0,8,0,0,0,0,0,0
15704,Assign seriousness,Resolve ticket,Take in charge ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15705,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15706,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15707,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15708,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15709,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15710,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15711,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15712,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15713,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15714,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15715,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15716,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15717,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15718,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15719,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15720,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15721,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15722,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15723,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15724,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15725,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15726,Take in charge ticket,,,,,,,,,0,0,0,0,0,0,0,0,0,70,0,0,0,30
15727,Take in charge ticket,Wait,,,,,,,,0,0,0,0,0,0,0,0,0,99,0,0,0,0
15728,Take in charge ticket,Wait,Resolve ticket,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15729,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15730,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15731,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15732,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15733,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15734,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15735,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15736,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15737,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15738,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15739,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15740,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15741,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15742,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15743,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15744,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15745,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15746,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15747,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15748,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15749,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15750,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15751,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15752,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15753,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15754,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15755,Assign seriousness,Take in charge ticket,Resolve ticket,Wait,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15756,Assign seriousness,Take in charge ticket,Resolve ticket,Wait,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15757,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15758,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15759,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15760,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15761,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15762,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15763,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15764,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15765,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15766,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15767,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15768,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15769,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15770,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15771,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15772,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15773,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15774,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15775,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15776,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15777,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15778,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15779,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15780,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15781,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15782,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15783,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15784,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15785,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15786,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15787,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15788,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15789,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15790,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15791,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15792,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15793,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15794,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15795,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15796,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15797,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15798,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15799,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15800,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15801,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15802,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15803,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15804,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
15805,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15806,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15807,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15808,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15809,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15810,Assign seriousness,Take in charge ticket,Resolve ticket,Wait,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
15811,Assign seriousness,Take in charge ticket,Resolve ticket,Wait,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15812,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15813,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15814,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15815,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15816,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15817,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15818,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15819,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15820,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15821,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15822,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15823,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15824,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15825,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15826,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15827,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15828,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15829,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15830,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15831,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15832,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15833,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15834,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15835,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15836,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15837,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15838,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15839,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15840,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15841,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15842,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15843,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15844,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15845,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15846,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15847,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15848,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15849,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15850,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15851,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15852,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15853,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15854,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15855,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15856,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15857,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15858,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15859,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15860,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15861,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15862,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15863,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15864,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15865,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15866,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
15867,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15868,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15869,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15870,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15871,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
15872,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
15873,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
15874,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
15875,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
