Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-746599948;Medium;2012-05-17T11:24:51+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-746662619;High;2012-05-17T15:51:43+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-746662619;High;2012-05-18T15:10:30+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-746854891;Medium;2012-05-18T09:29:52+01:00;Accepted;In Progress;Org line C;E_7;G160 2nd;PROD673;se;Sweden;Peter
1-746973401;High;2012-05-18T11:45:12+01:00;Accepted;In Progress;Org line A2;D_1;V14 3rd;PROD405;pl;POLAND;Mariusz
1-747003445;Medium;2012-05-18T14:10:38+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747003445;Medium;2012-05-18T14:17:06+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747011587;Medium;2012-05-18T14:02:31+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-747011587;Medium;2012-05-18T14:03:20+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-747011867;Medium;2012-05-18T14:54:11+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747011867;Medium;2012-05-18T14:57:07+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747042322;Medium;2012-05-18T14:21:23+01:00;Accepted;In Progress;Org line C;E_1;G13 2nd;PROD332;us;USA;Timothy
1-747064611;High;2012-05-18T15:08:41+01:00;Accepted;In Progress;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-747064611;High;2012-05-18T15:24:02+01:00;Queued;Awaiting Assignment;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-747064611;High;2012-05-18T15:24:03+01:00;Accepted;In Progress;Org line C;V3_3;N22 2nd;PROD785;us;USA;Kymaria
1-747064611;High;2012-05-18T17:14:23+01:00;Queued;Awaiting Assignment;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-747064611;High;2012-05-18T18:57:59+01:00;Accepted;In Progress;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-747090194;Medium;2012-05-18T17:22:08+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747090194;Medium;2012-05-18T17:29:21+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747090194;Medium;2012-05-18T17:29:50+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-747147181;High;2012-05-18T18:17:14+01:00;Accepted;In Progress;Org line C;E_10;R6 2nd;PROD802;se;Sweden;Daniel
1-747147181;High;2012-05-29T11:02:03+01:00;Queued;Awaiting Assignment;Org line C;E_10;R6 2nd;PROD802;se;Sweden;Daniel
1-747147181;High;2012-05-29T12:56:26+01:00;Accepted;In Progress;Org line C;E_10;R6 2nd;PROD802;se;Sweden;Hampus
1-747147181;High;2012-05-30T14:30:09+01:00;Accepted;Wait;Org line C;E_10;R6 2nd;PROD802;se;Sweden;Hampus
1-747173974;High;2012-05-18T19:21:35+01:00;Accepted;In Progress;Org line C;;N6 2nd;PROD306;us;USA;Thomas
1-747371909;High;2012-05-19T09:15:02+01:00;Accepted;In Progress;Org line C;E_7;G162 2nd;PROD631;in;INDIA;-
1-747371909;High;2012-05-19T09:24:38+01:00;Queued;Awaiting Assignment;Org line C;E_7;G162 2nd;PROD631;in;INDIA;-
1-747371909;High;2012-05-19T20:52:57+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD631;in;INDIA;Rajkishore
1-747371909;High;2012-05-19T20:55:08+01:00;Queued;Awaiting Assignment;Org line C;E_7;G157 2nd;PROD631;in;INDIA;Rajesh Kumar
1-747371909;High;2012-05-21T08:56:03+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD631;in;Sweden;Stefan
1-747371909;High;2012-05-21T08:58:23+01:00;Queued;Awaiting Assignment;Org line C;E_7;G153 2nd;PROD631;in;Sweden;Peter
1-747371909;High;2012-05-21T08:58:56+01:00;Accepted;In Progress;Org line C;E_7;G157 2nd;PROD631;in;Sweden;Stefan
1-747371909;High;2012-05-21T09:00:21+01:00;Accepted;Assigned;Org line C;E_7;G157 2nd;PROD631;in;INDIA;Rajesh Kumar
1-747371909;High;2012-06-13T14:06:57+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD631;in;Sweden;Praveen
1-747372912;Medium;2012-05-19T09:37:29+01:00;Accepted;In Progress;Org line C;C_4;G159 3rd;PROD276;se;Sweden;Kim
1-747372912;Medium;2012-05-29T07:57:35+01:00;Accepted;Assigned;Org line C;C_4;G159 3rd;PROD276;se;Sweden;Kim
1-747372912;Medium;2012-06-14T08:59:11+01:00;Queued;Awaiting Assignment;Org line C;C_4;G159 3rd;PROD276;se;Sweden;Stefan
1-747473781;Medium;2012-05-21T08:13:29+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;G357 2nd;PROD767;pl;Sweden;Henrik
1-747473781;Medium;2012-05-21T08:13:30+01:00;Accepted;In Progress;Org line A2;A2_2;W8 2nd;PROD767;pl;POLAND;Piotr
1-747473781;Medium;2012-05-21T08:15:03+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;N28 2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21T08:15:04+01:00;Accepted;In Progress;Org line A2;A2_2;W8 2nd;PROD767;pl;POLAND;Piotr
1-747473781;Medium;2012-05-21T08:16:45+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;N28 2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21T09:23:24+01:00;Accepted;In Progress;Org line A2;A2_2;G117 2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21T09:24:44+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;N28 2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21T09:25:01+01:00;Accepted;In Progress;Org line A2;A2_2;N28 2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21T09:25:19+01:00;Accepted;Assigned;Org line A2;A2_2;N28 2nd;PROD767;pl;POLAND;Pawel
1-747590161;Medium;2012-05-21T09:14:04+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Miroslaw
1-747681195;High;2012-05-21T10:39:28+01:00;Accepted;In Progress;Org line C;E_5;G81;PROD802;se;INDIA;Bhaskar
1-747681195;High;2012-05-21T10:47:57+01:00;Queued;Awaiting Assignment;Org line C;E_5;G81;PROD802;se;INDIA;Bhaskar
1-747681195;High;2012-05-21T11:17:16+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-747681195;High;2012-05-23T12:33:34+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-747689792;Medium;2012-05-21T12:00:48+01:00;Accepted;In Progress;Org line A2;A2_5;A10;PROD320;se;POLAND;Piotr
1-747689792;Medium;2012-05-21T12:58:05+01:00;Accepted;Assigned;Org line A2;A2_5;A10;PROD320;se;POLAND;Piotr
1-747689792;Medium;2012-05-21T13:00:16+01:00;Accepted;Wait;Org line A2;A2_5;A10;PROD320;se;POLAND;Piotr
1-747770943;High;2012-05-21T11:37:35+01:00;Accepted;In Progress;Org line C;E_6;W12 2nd;PROD612;fr;France;Cyril
1-748028911;Medium;2012-05-21T16:14:31+01:00;Accepted;In Progress;Org line C;V3_3;V41 2nd;PROD612;fr;France;Louis
1-748028911;Medium;2012-05-21T16:20:58+01:00;Accepted;In Progress;Org line C;V3_3;V41 2nd;PROD612;fr;France;Louis
1-748341571;High;2012-05-22T09:39:28+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-748341571;High;2012-05-22T11:15:17+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-748341709;Medium;2012-05-22T11:24:05+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-748341709;Medium;2012-05-22T11:24:30+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-748373500;High;2012-05-22T09:58:58+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Rosemary
1-748373500;High;2012-05-22T10:01:20+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Rosemary
1-748414511;Medium;2012-05-22T11:01:04+01:00;Accepted;In Progress;Org line V2;;T3 2nd;PROD449;se;Sweden;Björn
1-748432219;Medium;2012-05-22T11:19:48+01:00;Accepted;In Progress;Org line A2;D_1;C4 3rd;PROD607;cn;China;Fiona
1-748438405;High;2012-05-22T10:57:53+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-748438405;High;2012-05-22T11:03:02+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-748531941;Medium;2012-05-22T13:14:43+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-748531941;Medium;2012-05-22T13:28:09+01:00;Accepted;Assigned;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-748720121;Medium;2012-05-22T16:14:50+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD818;be;Belgium;Peter
1-748720121;Medium;2012-06-12T16:10:26+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD818;be;Belgium;Peter
1-748764090;High;2012-05-22T17:13:25+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-748801231;Major;2012-05-22T18:11:09+01:00;Accepted;In Progress;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Dusan
1-748843986;High;2012-05-22T22:17:41+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-748843986;High;2012-06-11T14:27:51+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-748947671;Medium;2012-05-23T08:35:04+01:00;Accepted;In Progress;Org line G4;;M21 2nd;PROD502;se;Sweden;Peter
1-748947671;Medium;2012-05-23T08:38:01+01:00;Accepted;Assigned;Org line G4;;M21 2nd;PROD502;se;Sweden;Peter
1-749042472;Medium;2012-05-23T10:49:33+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Christer
1-749053411;Medium;2012-05-23T17:26:49+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-749112097;Major;2012-05-23T12:47:18+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Christer
1-749119026;High;2012-05-23T11:31:52+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-749119026;High;2012-05-23T11:39:28+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-749119026;High;2012-05-23T12:37:16+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-749119026;High;2012-05-23T15:52:44+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christian
1-749119026;High;2012-05-23T16:31:52+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-749162875;Medium;2012-05-23T13:51:33+01:00;Accepted;In Progress;Org line A2;A2_4;G18 3rd;PROD67;se;Sweden;Hongming
1-749162875;Medium;2012-05-23T13:56:14+01:00;Accepted;Assigned;Org line A2;A2_4;G18 3rd;PROD67;se;Sweden;Hongming
1-749184198;Low;2012-05-23T13:41:45+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD589;us;Sweden;Saki
1-749184198;Low;2012-05-23T14:31:00+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD589;us;Sweden;Saki
1-749184744;Low;2012-05-23T14:30:51+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD589;us;Sweden;Saki
1-749184744;Low;2012-05-23T14:31:07+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD589;us;Sweden;Saki
1-749184751;Medium;2012-05-23T14:20:24+01:00;Accepted;In Progress;Org line A2;A2_2;S2 2nd;PROD134;br;Brazil;Henrique
1-749184751;Medium;2012-05-28T20:21:25+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;S2 2nd;PROD134;br;Brazil;Henrique
1-749184751;Medium;2012-05-30T13:29:30+01:00;Accepted;Assigned;Org line A2;A2_2;S2 2nd;PROD134;br;Brazil;Flavio
1-749184839;Medium;2012-05-23T16:02:51+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-749184839;Medium;2012-05-23T16:05:35+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-749285083;Low;2012-05-23T15:37:53+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Christoffer
1-749285250;Low;2012-05-23T15:43:46+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Christoffer
1-749285407;Low;2012-05-23T15:48:42+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Christoffer
1-749290225;Medium;2012-05-23T16:04:39+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD343;se;Sweden;Erik
1-749290225;Medium;2012-06-04T11:50:28+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD343;se;Sweden;Erik
1-749306975;Low;2012-05-23T16:15:50+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD589;us;Sweden;Saki
1-749307260;Low;2012-05-24T08:06:53+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-749313527;Medium;2012-05-23T16:59:36+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-749313527;Medium;2012-05-23T17:07:31+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-749375951;Medium;2012-05-23T19:18:20+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-749375951;Medium;2012-05-23T19:25:02+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-749402183;Low;2012-05-23T22:20:14+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD546;us;USA;Joakim
1-749527522;Low;2012-05-24T08:24:10+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD557;us;Sweden;Saki
1-749527522;Low;2012-05-24T09:04:54+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD557;us;Sweden;Saki
1-749550065;Medium;2012-05-24T08:42:00+01:00;Accepted;Assigned;Org line A2;A2_2;W8 2nd;PROD442;pl;POLAND;Piotr
1-749572004;Low;2012-05-24T09:04:10+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-749572004;Low;2012-05-24T09:12:23+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD521;us;Sweden;Saki
1-749614245;Medium;2012-05-24T10:31:30+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-749614245;Medium;2012-05-24T10:38:26+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-749657781;Medium;2012-05-24T12:24:35+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Alan
1-749730150;Medium;2012-05-24T14:59:07+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-05-28T09:02:06+01:00;Accepted;Wait;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-06-05T12:21:29+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-06-11T08:17:57+01:00;Accepted;Wait;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Pankaj
1-749747547;Medium;2012-05-24T14:59:11+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-749747547;Medium;2012-05-24T15:00:55+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-749760823;Medium;2012-05-24T14:24:01+01:00;Accepted;In Progress;Org line C;E_8;G119 2nd;PROD597;in;INDIA;Anup
1-749821849;Low;2012-05-24T15:53:41+01:00;Accepted;In Progress;Org line C;E_6;W12 2nd;PROD525;fr;France;Jonathan
1-749840934;Medium;2012-05-24T14:53:02+01:00;Accepted;In Progress;Org line A2;A2_4;G328 2nd;PROD41;be;Belgium;Marc
1-749840934;Medium;2012-05-24T14:55:45+01:00;Queued;Awaiting Assignment;Org line A2;A2_4;G328 2nd;PROD41;be;Belgium;Marc
1-749840934;Medium;2012-05-30T17:16:10+01:00;Accepted;In Progress;Org line A2;A2_4;G328 2nd;PROD41;be;Belgium;Marc
1-749851721;Medium;2012-05-24T15:24:36+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-749851721;Medium;2012-05-24T15:27:03+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-749851721;Medium;2012-05-24T15:51:21+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Raja
1-749851721;Medium;2012-05-24T15:52:40+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-749851721;Medium;2012-05-25T08:41:22+01:00;Queued;Awaiting Assignment;Org line C;C_6;G251 3rd;PROD802;se;Sweden;Steve
1-749851721;Medium;2012-05-25T08:44:38+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Lennart
1-749851721;Medium;2012-05-28T10:40:54+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Lennart
1-749871888;Low;2012-05-24T16:32:26+01:00;Accepted;In Progress;Org line A2;A2_3;U6 2nd;PROD530;se;Sweden;Agneta
1-749886936;Medium;2012-05-24T16:36:03+01:00;Accepted;In Progress;Org line A2;A2_1;W15 2nd;PROD756;pl;POLAND;Janusz
1-749931426;High;2012-05-24T18:11:46+01:00;Accepted;In Progress;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-749938024;Low;2012-05-24T17:10:33+01:00;Accepted;In Progress;Org line C;V3_2;G310;PROD424;be;Belgium;Astrid
1-749938024;Low;2012-05-24T17:14:10+01:00;Accepted;Wait;Org line C;V3_2;G310;PROD424;be;Belgium;Astrid
1-750007716;Medium;2012-05-25T04:28:10+01:00;Accepted;In Progress;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Shamna
1-750007716;Medium;2012-05-25T04:31:39+01:00;Queued;Awaiting Assignment;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Shamna
1-750007716;Medium;2012-05-25T05:19:44+01:00;Accepted;In Progress;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Avronil
1-750007716;Medium;2012-05-25T05:21:11+01:00;Accepted;Wait;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Avronil
1-750090643;Medium;2012-05-25T08:55:16+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-750090643;Medium;2012-05-25T09:24:06+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-750090643;Medium;2012-05-30T13:24:24+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Arun
1-750090643;Medium;2012-05-30T13:26:25+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-750090643;Medium;2012-05-30T14:16:44+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;France;Aurelien
1-750090643;Medium;2012-05-31T13:55:33+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;se;France;Aurelien
1-750106623;Medium;2012-05-25T09:04:05+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-05-25T09:14:23+01:00;Queued;Awaiting Assignment;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-05-30T07:48:13+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Kenneth
1-750106623;Medium;2012-06-07T13:14:29+01:00;Accepted;Assigned;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-06-07T13:22:30+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-750161066;Medium;2012-05-25T09:32:26+01:00;Accepted;In Progress;Org line V2;;T10 2nd;PROD615;se;Sweden;Åsa
1-750161066;Medium;2012-05-25T09:42:34+01:00;Accepted;Assigned;Org line V2;;T10 2nd;PROD615;se;Sweden;Åsa
1-750161245;Medium;2012-05-25T09:33:16+01:00;Accepted;In Progress;Org line V2;;T10 2nd;PROD615;se;Sweden;Åsa
1-750161245;Medium;2012-05-25T09:35:21+01:00;Accepted;Assigned;Org line V2;;T10 2nd;PROD615;se;Sweden;Åsa
1-750179984;Medium;2012-05-25T10:02:09+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-750179984;Medium;2012-05-28T09:49:12+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-750196720;Low;2012-05-25T10:44:47+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD406;se;Sweden;Ingela
1-750209134;Low;2012-05-25T10:59:41+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD552;us;INDIA;Pramod
1-750209298;Medium;2012-05-25T11:05:54+01:00;Accepted;Wait;Org line A2;A2_4;G113 2nd;PROD552;us;INDIA;Pramod
1-750239221;High;2012-05-25T11:51:00+01:00;Accepted;In Progress;Org line C;C_6;G23 3rd;PROD452;pl;POLAND;Marcin
1-750255303;Low;2012-05-25T13:40:59+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Lars-Göran
1-750293610;Low;2012-05-25T14:26:13+01:00;Accepted;In Progress;Org line C;V3_2;S42;PROD412;se;Sweden;Christoffer
1-750411941;High;2012-05-25T15:25:26+01:00;Queued;Awaiting Assignment;Org line C;E_5;G74;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28T07:59:19+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28T08:05:43+01:00;Accepted;Wait;Org line C;E_5;G75;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28T09:48:40+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD745;in;Belgium;Peter
1-750411941;High;2012-05-28T09:49:42+01:00;Accepted;In Progress;Org line C;E_5;G74;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28T09:51:18+01:00;Accepted;Wait;Org line C;E_5;G75;PROD745;in;INDIA;Mohsin
1-750437951;Medium;2012-05-25T16:02:19+01:00;Accepted;In Progress;Org line D;D_2;G122 3rd;PROD618;us;Belgium;Wim
1-750437951;Medium;2012-05-25T16:14:45+01:00;Queued;Awaiting Assignment;Org line D;D_2;G122 3rd;PROD618;us;Belgium;Wim
1-750473129;Medium;2012-05-25T18:08:45+01:00;Accepted;In Progress;Org line C;V3_3;V42 2nd;PROD374;fr;France;Celine
1-750499270;High;2012-05-25T20:13:47+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-750499270;High;2012-05-25T20:29:08+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-750499270;High;2012-05-25T20:31:45+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Kreeti
1-750499270;High;2012-05-25T21:26:11+01:00;Accepted;Assigned;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-26T01:08:51+01:00;Accepted;Wait;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-30T01:34:16+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-30T01:34:58+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-750499270;High;2012-05-30T08:14:05+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-750717620;Medium;2012-05-28T09:46:21+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-28T09:47:09+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-28T09:53:42+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-29T13:01:53+01:00;Accepted;Assigned;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Kell
1-750823791;Low;2012-05-28T10:35:48+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Alan
1-750838075;Medium;2012-05-28T10:01:38+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD815;us;Sweden;Lars-Ove
1-751087171;Low;2012-05-28T16:14:06+01:00;Accepted;In Progress;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-28T16:18:07+01:00;Accepted;Wait;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-31T17:09:28+01:00;Accepted;In Progress;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-31T17:21:33+01:00;Accepted;Wait;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Ranveer
1-751140095;Major;2012-05-28T18:49:10+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD348;us;Sweden;Habib
1-751140095;Major;2012-05-29T10:12:26+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD348;us;Sweden;Habib
1-751197742;High;2012-05-29T07:44:03+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD328;se;Sweden;Johnny
1-751277838;Medium;2012-05-29T09:05:58+01:00;Accepted;In Progress;Org line C;E_3;G68 2nd;PROD714;se;Sweden;Rolf
