case,event,startTime,completeTime
r5_140,Check  application  form completeness,24:50.4,24:50.4
r5_140,Appraise property,36:22.0,36:22.0
r5_140,Check credit history,50:00.6,50:00.6
r5_140,Assess loan risk,52:51.9,52:51.9
r5_140,Assess eligibility,31:46.8,31:46.8
r5_140,Reject application,55:54.5,55:54.5
r5_140,Loan application rejected,55:54.5,55:54.5
r5_281,Loan  application received,30:00.0,30:00.0
r5_281,Check  application  form completeness,37:23.8,37:23.8
r5_281,Appraise property,59:08.0,59:08.0
r5_281,Check credit history,26:29.9,26:29.9
r5_281,Assess loan risk,27:27.4,27:27.4
r5_281,Assess eligibility,13:43.8,13:43.8
r5_281,Reject application,14:38.8,14:38.8
r5_281,Loan application rejected,14:38.8,14:38.8
r5_484,Loan  application received,00:00.0,00:00.0
r5_484,Check  application  form completeness,20:00.2,20:00.2
r5_484,Check credit history,44:38.2,44:38.2
r5_484,Appraise property,04:46.0,04:46.0
r5_484,Assess loan risk,22:01.7,22:01.7
r5_484,Assess eligibility,35:40.6,35:40.6
r5_484,Prepare acceptance pack,50:45.7,50:45.7
r5_484,Check if home insurance quote is requested,05:19.4,05:19.4
r5_484,Send home insurance quote,37:44.0,37:44.0
r5_484,Verify repayment agreement,58:46.8,58:46.8
r5_484,Approve application,42:13.4,42:13.4
r5_484,Loan  application approved,42:13.4,42:13.4
r5_164,Loan  application received,00:00.0,00:00.0
r5_164,Check  application  form completeness,02:31.4,02:31.4
r5_164,Check credit history,05:00.8,05:00.8
r5_164,Assess loan risk,07:03.2,07:03.2
r5_164,Appraise property,47:50.1,47:50.1
r5_164,Assess eligibility,37:33.3,37:33.3
r5_164,Prepare acceptance pack,02:31.3,02:31.3
r5_164,Check if home insurance quote is requested,54:02.7,54:02.7
r5_164,Send home insurance quote,55:47.4,55:47.4
r5_164,Verify repayment agreement,01:39.6,01:39.6
r5_164,Cancel application,14:26.2,14:26.2
r5_164,Loan  application canceled,14:26.2,14:26.2
r5_194,Loan  application received,00:00.0,00:00.0
r5_194,Check  application  form completeness,19:48.2,19:48.2
r5_194,Appraise property,32:32.9,32:32.9
r5_194,Check credit history,33:50.1,33:50.1
r5_194,Assess loan risk,29:35.6,29:35.6
r5_194,Assess eligibility,30:11.8,30:11.8
r5_194,Reject application,48:14.3,48:14.3
r5_194,Loan application rejected,48:14.3,48:14.3
r5_367,Loan  application received,30:00.0,30:00.0
r5_367,Check  application  form completeness,40:33.1,40:33.1
r5_367,Check credit history,44:09.5,44:09.5
r5_367,Appraise property,10:21.5,10:21.5
r5_367,Assess loan risk,29:59.8,29:59.8
r5_367,Assess eligibility,37:00.8,37:00.8
r5_367,Reject application,59:32.9,59:32.9
r5_367,Loan application rejected,59:32.9,59:32.9
r5_291,Loan  application received,30:00.0,30:00.0
r5_291,Check  application  form completeness,41:23.6,41:23.6
r5_291,Appraise property,43:42.2,43:42.2
r5_291,Check credit history,36:57.9,36:57.9
r5_291,Assess loan risk,47:22.6,47:22.6
r5_291,Assess eligibility,53:08.2,53:08.2
r5_291,Reject application,53:14.9,53:14.9
r5_291,Loan application rejected,53:14.9,53:14.9
r5_443,Loan  application received,30:00.0,30:00.0
r5_443,Check  application  form completeness,43:38.4,43:38.4
r5_443,Appraise property,52:45.7,52:45.7
r5_443,Check credit history,00:26.5,00:26.5
r5_443,Assess loan risk,37:20.9,37:20.9
r5_443,Assess eligibility,47:13.0,47:13.0
r5_443,Reject application,39:35.0,39:35.0
r5_443,Loan application rejected,39:35.0,39:35.0
r5_266,Loan  application received,00:00.0,00:00.0
r5_266,Check  application  form completeness,09:37.3,09:37.3
r5_266,Appraise property,42:01.0,42:01.0
r5_266,Check credit history,50:13.4,50:13.4
r5_266,Assess loan risk,20:57.5,20:57.5
r5_266,Assess eligibility,28:59.9,28:59.9
r5_266,Prepare acceptance pack,01:46.5,01:46.5
r5_266,Check if home insurance quote is requested,47:31.1,47:31.1
r5_266,Send home insurance quote,15:42.4,15:42.4
r5_266,Verify repayment agreement,22:29.6,22:29.6
r5_266,Approve application,23:35.7,23:35.7
r5_266,Loan  application approved,23:35.7,23:35.7
r5_324,Loan  application received,00:00.0,00:00.0
r5_324,Check  application  form completeness,15:12.7,15:12.7
r5_324,Appraise property,20:58.0,20:58.0
r5_324,Check credit history,28:18.6,28:18.6
r5_324,Assess loan risk,03:34.7,03:34.7
r5_324,Assess eligibility,42:19.4,42:19.4
r5_324,Prepare acceptance pack,55:57.0,55:57.0
r5_324,Check if home insurance quote is requested,23:33.7,23:33.7
r5_324,Send home insurance quote,37:24.7,37:24.7
r5_324,Verify repayment agreement,48:53.1,48:53.1
r5_324,Cancel application,04:45.5,04:45.5
r5_324,Loan  application canceled,04:45.5,04:45.5
r5_375,Loan  application received,30:00.0,30:00.0
r5_375,Check  application  form completeness,38:55.2,38:55.2
r5_375,Check credit history,47:33.9,47:33.9
r5_375,Appraise property,58:42.8,58:42.8
r5_375,Assess loan risk,07:30.8,07:30.8
r5_375,Assess eligibility,11:42.4,11:42.4
r5_375,Reject application,48:13.4,48:13.4
r5_375,Loan application rejected,48:13.4,48:13.4
r5_174,Loan  application received,00:00.0,00:00.0
r5_174,Check  application  form completeness,21:43.4,21:43.4
r5_174,Appraise property,29:23.7,29:23.7
r5_174,Check credit history,01:07.7,01:07.7
r5_174,Assess loan risk,09:14.3,09:14.3
r5_174,Assess eligibility,26:21.4,26:21.4
r5_174,Reject application,22:53.7,22:53.7
r5_174,Loan application rejected,22:53.7,22:53.7
r5_426,Loan  application received,00:00.0,00:00.0
r5_426,Check  application  form completeness,17:45.5,17:45.5
r5_426,Check credit history,51:43.5,51:43.5
r5_426,Appraise property,54:09.9,54:09.9
r5_426,Assess loan risk,21:57.4,21:57.4
r5_426,Assess eligibility,40:42.4,40:42.4
r5_426,Reject application,00:30.8,00:30.8
r5_426,Loan application rejected,00:30.8,00:30.8
r5_363,Loan  application received,30:00.0,30:00.0
r5_363,Check  application  form completeness,35:04.9,35:04.9
r5_363,Appraise property,39:57.6,39:57.6
r5_363,Check credit history,45:33.0,45:33.0
r5_363,Assess loan risk,49:39.0,49:39.0
r5_363,Assess eligibility,13:46.1,13:46.1
r5_363,Prepare acceptance pack,03:12.4,03:12.4
r5_363,Check if home insurance quote is requested,36:06.6,36:06.6
r5_363,Send acceptance pack,43:01.7,43:01.7
r5_363,Verify repayment agreement,29:12.8,29:12.8
r5_363,Cancel application,44:22.8,44:22.8
r5_363,Loan  application canceled,44:22.8,44:22.8
r5_296,Loan  application received,00:00.0,00:00.0
r5_296,Check  application  form completeness,43:34.6,43:34.6
r5_296,Appraise property,43:42.5,43:42.5
r5_296,Check credit history,33:33.3,33:33.3
r5_296,Assess loan risk,36:19.6,36:19.6
r5_296,Assess eligibility,11:52.7,11:52.7
r5_296,Reject application,00:04.2,00:04.2
r5_296,Loan application rejected,00:04.2,00:04.2
r5_398,Loan  application received,00:00.0,00:00.0
r5_398,Check  application  form completeness,25:41.3,25:41.3
r5_398,Appraise property,27:01.5,27:01.5
r5_398,Check credit history,48:47.7,48:47.7
r5_398,Assess loan risk,45:48.5,45:48.5
r5_398,Assess eligibility,05:14.4,05:14.4
r5_398,Reject application,21:21.2,21:21.2
r5_398,Loan application rejected,21:21.2,21:21.2
r5_350,Loan  application received,00:00.0,00:00.0
r5_350,Check  application  form completeness,06:54.3,06:54.3
r5_350,Appraise property,19:14.5,19:14.5
r5_350,Check credit history,40:32.3,40:32.3
r5_350,Assess loan risk,53:04.3,53:04.3
r5_350,Assess eligibility,30:54.6,30:54.6
r5_350,Prepare acceptance pack,05:22.3,05:22.3
r5_350,Check if home insurance quote is requested,44:26.7,44:26.7
r5_350,Send home insurance quote,17:54.8,17:54.8
r5_350,Verify repayment agreement,35:35.5,35:35.5
r5_350,Approve application,55:08.4,55:08.4
r5_350,Loan  application approved,55:08.4,55:08.4
r5_192,Loan  application received,00:00.0,00:00.0
r5_192,Check  application  form completeness,06:45.0,06:45.0
r5_192,Appraise property,25:34.3,25:34.3
r5_192,Check credit history,29:21.3,29:21.3
r5_192,Assess loan risk,39:10.8,39:10.8
r5_192,Assess eligibility,54:47.2,54:47.2
r5_192,Prepare acceptance pack,15:37.8,15:37.8
r5_192,Check if home insurance quote is requested,30:54.4,30:54.4
r5_192,Send home insurance quote,00:21.2,00:21.2
r5_192,Verify repayment agreement,05:41.5,05:41.5
r5_192,Approve application,23:12.7,23:12.7
r5_192,Loan  application approved,23:12.7,23:12.7
r5_0,Loan  application received,00:00.0,00:00.0
r5_0,Check  application  form completeness,41:32.6,41:32.6
r5_0,Return application back to applicant,44:29.3,44:29.3
r5_0,Receive updated application,10:07.0,10:07.0
r5_0,Check  application  form completeness,21:09.0,21:09.0
r5_0,Appraise property,38:19.3,38:19.3
r5_0,Check credit history,38:08.5,38:08.5
r5_0,Assess loan risk,03:01.6,03:01.6
r5_0,Assess eligibility,05:52.7,05:52.7
r5_0,Reject application,19:47.5,19:47.5
r5_0,Loan application rejected,19:47.5,19:47.5
r5_399,Loan  application received,30:00.0,30:00.0
r5_399,Check  application  form completeness,57:56.5,57:56.5
r5_399,Return application back to applicant,39:53.3,39:53.3
r5_399,Receive updated application,47:11.6,47:11.6
r5_399,Check  application  form completeness,20:32.5,20:32.5
r5_399,Appraise property,39:52.5,39:52.5
r5_399,Check credit history,54:37.0,54:37.0
r5_399,Assess loan risk,06:42.5,06:42.5
r5_399,Assess eligibility,01:39.7,01:39.7
r5_399,Prepare acceptance pack,10:19.2,10:19.2
r5_399,Check if home insurance quote is requested,43:30.4,43:30.4
r5_399,Send home insurance quote,08:09.3,08:09.3
r5_399,Verify repayment agreement,39:36.1,39:36.1
r5_399,Cancel application,44:49.4,44:49.4
r5_399,Loan  application canceled,44:49.4,44:49.4
r5_165,Loan  application received,30:00.0,30:00.0
r5_165,Check  application  form completeness,32:08.3,32:08.3
r5_165,Check credit history,36:50.0,36:50.0
r5_165,Appraise property,43:33.5,43:33.5
r5_165,Assess loan risk,59:32.7,59:32.7
r5_165,Assess eligibility,16:31.7,16:31.7
r5_165,Reject application,01:44.5,01:44.5
r5_165,Loan application rejected,01:44.5,01:44.5
r5_470,Loan  application received,00:00.0,00:00.0
r5_470,Check  application  form completeness,05:01.9,05:01.9
r5_470,Check credit history,20:03.6,20:03.6
r5_470,Assess loan risk,46:46.4,46:46.4
r5_470,Appraise property,55:46.6,55:46.6
r5_470,Assess eligibility,05:49.6,05:49.6
r5_470,Prepare acceptance pack,27:04.0,27:04.0
r5_470,Check if home insurance quote is requested,30:01.3,30:01.3
r5_470,Send home insurance quote,46:54.5,46:54.5
r5_470,Verify repayment agreement,45:40.5,45:40.5
r5_470,Cancel application,58:51.2,58:51.2
r5_470,Loan  application canceled,58:51.2,58:51.2
r5_96,Loan  application received,00:00.0,00:00.0
r5_96,Check  application  form completeness,03:55.3,03:55.3
r5_96,Check credit history,15:24.0,15:24.0
r5_96,Appraise property,17:54.6,17:54.6
r5_96,Assess loan risk,24:57.3,24:57.3
r5_96,Assess eligibility,32:01.5,32:01.5
r5_96,Prepare acceptance pack,20:02.4,20:02.4
r5_96,Check if home insurance quote is requested,38:18.6,38:18.6
r5_96,Send home insurance quote,49:27.1,49:27.1
r5_96,Verify repayment agreement,33:19.6,33:19.6
r5_96,Approve application,42:25.2,42:25.2
r5_96,Loan  application approved,42:25.2,42:25.2
r5_176,Loan  application received,00:00.0,00:00.0
r5_176,Check  application  form completeness,45:30.5,45:30.5
r5_176,Check credit history,48:42.8,48:42.8
r5_176,Assess loan risk,06:16.7,06:16.7
r5_176,Appraise property,17:47.7,17:47.7
r5_176,Assess eligibility,21:40.6,21:40.6
r5_176,Reject application,34:28.9,34:28.9
r5_176,Loan application rejected,34:28.9,34:28.9
r5_182,Loan  application received,00:00.0,00:00.0
r5_182,Check  application  form completeness,26:04.7,26:04.7
r5_182,Check credit history,28:21.9,28:21.9
r5_182,Assess loan risk,33:30.3,33:30.3
r5_182,Appraise property,11:19.9,11:19.9
r5_182,Assess eligibility,08:54.3,08:54.3
r5_182,Reject application,32:53.2,32:53.2
r5_182,Loan application rejected,32:53.2,32:53.2
r5_123,Loan  application received,30:00.0,30:00.0
r5_123,Check  application  form completeness,13:20.1,13:20.1
r5_123,Appraise property,19:29.6,19:29.6
r5_123,Check credit history,11:17.5,11:17.5
r5_123,Assess loan risk,29:08.2,29:08.2
r5_123,Assess eligibility,52:22.7,52:22.7
r5_123,Prepare acceptance pack,50:17.6,50:17.6
r5_123,Check if home insurance quote is requested,05:16.8,05:16.8
r5_123,Send acceptance pack,17:04.4,17:04.4
r5_123,Verify repayment agreement,59:06.5,59:06.5
r5_123,Cancel application,15:04.0,15:04.0
r5_123,Loan  application canceled,15:04.0,15:04.0
r5_219,Loan  application received,30:00.0,30:00.0
r5_219,Check  application  form completeness,43:27.2,43:27.2
r5_219,Check credit history,47:37.5,47:37.5
r5_219,Assess loan risk,01:50.9,01:50.9
r5_219,Appraise property,09:19.7,09:19.7
r5_219,Assess eligibility,10:10.4,10:10.4
r5_219,Prepare acceptance pack,06:19.6,06:19.6
r5_219,Check if home insurance quote is requested,15:06.5,15:06.5
r5_219,Send home insurance quote,10:56.5,10:56.5
r5_219,Verify repayment agreement,30:37.5,30:37.5
r5_219,Cancel application,23:42.6,23:42.6
r5_219,Loan  application canceled,23:42.6,23:42.6
r5_232,Loan  application received,00:00.0,00:00.0
r5_232,Check  application  form completeness,07:33.8,07:33.8
r5_232,Check credit history,17:57.2,17:57.2
r5_232,Assess loan risk,19:49.8,19:49.8
r5_232,Appraise property,32:25.9,32:25.9
r5_232,Assess eligibility,45:14.7,45:14.7
r5_232,Reject application,17:25.4,17:25.4
r5_232,Loan application rejected,17:25.4,17:25.4
r5_91,Loan  application received,30:00.0,30:00.0
r5_91,Check  application  form completeness,57:17.2,57:17.2
r5_91,Appraise property,00:48.9,00:48.9
r5_91,Check credit history,17:00.8,17:00.8
r5_91,Assess loan risk,48:16.5,48:16.5
r5_91,Assess eligibility,01:37.6,01:37.6
r5_91,Reject application,57:19.2,57:19.2
r5_91,Loan application rejected,57:19.2,57:19.2
r5_342,Loan  application received,00:00.0,00:00.0
r5_342,Check  application  form completeness,42:15.8,42:15.8
r5_342,Appraise property,46:44.1,46:44.1
r5_342,Check credit history,55:53.5,55:53.5
r5_342,Assess loan risk,16:53.5,16:53.5
r5_342,Assess eligibility,17:22.7,17:22.7
r5_342,Reject application,38:12.1,38:12.1
r5_342,Loan application rejected,38:12.1,38:12.1
r5_162,Loan  application received,00:00.0,00:00.0
r5_162,Check  application  form completeness,07:25.9,07:25.9
r5_162,Check credit history,10:46.3,10:46.3
r5_162,Assess loan risk,22:17.5,22:17.5
r5_162,Appraise property,23:03.6,23:03.6
r5_162,Assess eligibility,53:32.2,53:32.2
r5_162,Reject application,42:50.4,42:50.4
r5_162,Loan application rejected,42:50.4,42:50.4
r5_42,Loan  application received,00:00.0,00:00.0
r5_42,Check  application  form completeness,05:18.2,05:18.2
r5_42,Appraise property,36:18.9,36:18.9
r5_42,Check credit history,08:34.1,08:34.1
r5_42,Assess loan risk,20:16.2,20:16.2
r5_42,Assess eligibility,18:10.8,18:10.8
r5_42,Reject application,21:56.0,21:56.0
r5_42,Loan application rejected,21:56.0,21:56.0
r5_127,Loan  application received,30:00.0,30:00.0
r5_127,Check  application  form completeness,36:00.9,36:00.9
r5_127,Check credit history,43:35.1,43:35.1
r5_127,Appraise property,11:26.7,11:26.7
r5_127,Assess loan risk,25:56.6,25:56.6
r5_127,Assess eligibility,29:45.6,29:45.6
r5_127,Reject application,46:35.7,46:35.7
r5_127,Loan application rejected,46:35.7,46:35.7
r5_117,Loan  application received,30:00.0,30:00.0
r5_117,Check  application  form completeness,30:22.7,30:22.7
r5_117,Appraise property,47:18.3,47:18.3
r5_117,Check credit history,52:24.9,52:24.9
r5_117,Assess loan risk,17:43.5,17:43.5
r5_117,Assess eligibility,37:46.0,37:46.0
r5_117,Reject application,32:08.7,32:08.7
r5_117,Loan application rejected,32:08.7,32:08.7
r5_456,Loan  application received,00:00.0,00:00.0
r5_456,Check  application  form completeness,28:05.2,28:05.2
r5_456,Check credit history,44:45.5,44:45.5
r5_456,Appraise property,46:03.1,46:03.1
r5_456,Assess loan risk,21:05.0,21:05.0
r5_456,Assess eligibility,53:49.1,53:49.1
r5_456,Prepare acceptance pack,11:04.9,11:04.9
r5_456,Check if home insurance quote is requested,11:57.6,11:57.6
r5_456,Send home insurance quote,24:25.1,24:25.1
r5_456,Verify repayment agreement,44:07.0,44:07.0
r5_456,Approve application,35:02.0,35:02.0
r5_456,Loan  application approved,35:02.0,35:02.0
r5_458,Loan  application received,00:00.0,00:00.0
r5_458,Check  application  form completeness,01:58.0,01:58.0
r5_458,Check credit history,10:59.9,10:59.9
r5_458,Appraise property,26:20.2,26:20.2
r5_458,Assess loan risk,40:50.2,40:50.2
r5_458,Assess eligibility,04:06.1,04:06.1
r5_458,Prepare acceptance pack,46:09.9,46:09.9
r5_458,Check if home insurance quote is requested,48:11.0,48:11.0
r5_458,Send home insurance quote,16:35.3,16:35.3
r5_458,Verify repayment agreement,16:48.9,16:48.9
r5_458,Cancel application,11:09.1,11:09.1
r5_458,Loan  application canceled,11:09.1,11:09.1
r5_130,Loan  application received,00:00.0,00:00.0
r5_130,Check  application  form completeness,16:09.7,16:09.7
r5_130,Appraise property,23:43.8,23:43.8
r5_130,Check credit history,33:03.7,33:03.7
r5_130,Assess loan risk,47:26.8,47:26.8
r5_130,Assess eligibility,07:25.6,07:25.6
r5_130,Reject application,37:45.6,37:45.6
r5_130,Loan application rejected,37:45.6,37:45.6
r5_420,Loan  application received,00:00.0,00:00.0
r5_420,Check  application  form completeness,06:25.3,06:25.3
r5_420,Check credit history,09:17.2,09:17.2
r5_420,Assess loan risk,14:05.1,14:05.1
r5_420,Appraise property,49:13.0,49:13.0
r5_420,Assess eligibility,08:22.3,08:22.3
r5_420,Reject application,08:35.3,08:35.3
r5_420,Loan application rejected,08:35.3,08:35.3
r5_387,Loan  application received,30:00.0,30:00.0
r5_387,Check  application  form completeness,31:44.9,31:44.9
r5_387,Appraise property,53:32.5,53:32.5
r5_387,Check credit history,33:59.3,33:59.3
r5_387,Assess loan risk,19:05.6,19:05.6
r5_387,Assess eligibility,25:04.2,25:04.2
r5_387,Reject application,50:40.5,50:40.5
r5_387,Loan application rejected,50:40.5,50:40.5
r5_215,Loan  application received,30:00.0,30:00.0
r5_215,Check  application  form completeness,57:37.7,57:37.7
r5_215,Return application back to applicant,58:02.8,58:02.8
r5_215,Receive updated application,13:10.8,13:10.8
r5_215,Check  application  form completeness,17:12.0,17:12.0
r5_215,Check credit history,19:42.3,19:42.3
r5_215,Assess loan risk,22:49.2,22:49.2
r5_215,Appraise property,38:06.8,38:06.8
r5_215,Assess eligibility,32:29.7,32:29.7
r5_215,Reject application,40:02.0,40:02.0
r5_215,Loan application rejected,40:02.0,40:02.0
r5_429,Loan  application received,30:00.0,30:00.0
r5_429,Check  application  form completeness,55:12.3,55:12.3
r5_429,Appraise property,09:23.2,09:23.2
r5_429,Check credit history,28:47.8,28:47.8
r5_429,Assess loan risk,18:05.3,18:05.3
r5_429,Assess eligibility,05:16.8,05:16.8
r5_429,Prepare acceptance pack,25:03.6,25:03.6
r5_429,Check if home insurance quote is requested,50:19.5,50:19.5
r5_429,Send acceptance pack,14:17.7,14:17.7
r5_429,Verify repayment agreement,25:16.7,25:16.7
r5_429,Approve application,48:24.1,48:24.1
r5_429,Loan  application approved,48:24.1,48:24.1
r5_120,Loan  application received,00:00.0,00:00.0
r5_120,Check  application  form completeness,12:04.0,12:04.0
r5_120,Check credit history,18:37.8,18:37.8
r5_120,Appraise property,18:49.9,18:49.9
r5_120,Assess loan risk,44:30.3,44:30.3
r5_120,Assess eligibility,50:02.5,50:02.5
r5_120,Reject application,46:16.0,46:16.0
r5_120,Loan application rejected,46:16.0,46:16.0
r5_38,Loan  application received,00:00.0,00:00.0
r5_38,Check  application  form completeness,11:16.4,11:16.4
r5_38,Check credit history,20:23.1,20:23.1
r5_38,Appraise property,28:51.5,28:51.5
r5_38,Assess loan risk,58:25.4,58:25.4
r5_38,Assess eligibility,25:12.2,25:12.2
r5_38,Reject application,05:42.4,05:42.4
r5_38,Loan application rejected,05:42.4,05:42.4
r5_319,Loan  application received,30:00.0,30:00.0
r5_319,Check  application  form completeness,51:02.3,51:02.3
r5_319,Check credit history,58:13.3,58:13.3
r5_319,Assess loan risk,00:20.6,00:20.6
r5_319,Appraise property,56:30.2,56:30.2
r5_319,Assess eligibility,10:52.6,10:52.6
r5_319,Prepare acceptance pack,08:07.9,08:07.9
r5_319,Check if home insurance quote is requested,20:40.7,20:40.7
r5_319,Send home insurance quote,31:41.6,31:41.6
r5_319,Verify repayment agreement,02:13.4,02:13.4
r5_319,Cancel application,01:31.3,01:31.3
r5_319,Loan  application canceled,01:31.3,01:31.3
r5_441,Loan  application received,30:00.0,30:00.0
r5_441,Check  application  form completeness,28:10.1,28:10.1
r5_441,Appraise property,44:04.4,44:04.4
r5_441,Check credit history,02:18.8,02:18.8
r5_441,Assess loan risk,43:12.4,43:12.4
r5_441,Assess eligibility,01:47.2,01:47.2
r5_441,Reject application,25:28.1,25:28.1
r5_441,Loan application rejected,25:28.1,25:28.1
r5_187,Loan  application received,30:00.0,30:00.0
r5_187,Check  application  form completeness,36:06.9,36:06.9
r5_187,Check credit history,37:51.1,37:51.1
r5_187,Appraise property,41:56.2,41:56.2
r5_187,Assess loan risk,44:19.0,44:19.0
r5_187,Assess eligibility,45:04.5,45:04.5
r5_187,Reject application,04:07.9,04:07.9
r5_187,Loan application rejected,04:07.9,04:07.9
r5_475,Loan  application received,30:00.0,30:00.0
r5_475,Check  application  form completeness,57:00.4,57:00.4
r5_475,Check credit history,07:10.8,07:10.8
r5_475,Assess loan risk,40:36.6,40:36.6
r5_475,Appraise property,47:08.4,47:08.4
r5_475,Assess eligibility,18:06.1,18:06.1
r5_475,Reject application,20:45.0,20:45.0
r5_475,Loan application rejected,20:45.0,20:45.0
r5_348,Loan  application received,00:00.0,00:00.0
r5_348,Check  application  form completeness,19:19.7,19:19.7
r5_348,Check credit history,22:14.4,22:14.4
r5_348,Appraise property,26:25.9,26:25.9
r5_348,Assess loan risk,48:55.5,48:55.5
r5_348,Assess eligibility,01:29.5,01:29.5
r5_348,Reject application,16:12.3,16:12.3
r5_348,Loan application rejected,16:12.3,16:12.3
r5_168,Loan  application received,00:00.0,00:00.0
r5_168,Check  application  form completeness,25:00.1,25:00.1
r5_168,Check credit history,22:39.6,22:39.6
r5_168,Assess loan risk,35:10.7,35:10.7
r5_168,Appraise property,43:08.9,43:08.9
r5_168,Assess eligibility,38:35.9,38:35.9
r5_168,Reject application,07:11.3,07:11.3
r5_168,Loan application rejected,07:11.3,07:11.3
r5_68,Loan  application received,00:00.0,00:00.0
r5_68,Check  application  form completeness,14:10.4,14:10.4
r5_68,Appraise property,23:41.0,23:41.0
r5_68,Check credit history,33:10.5,33:10.5
r5_68,Assess loan risk,48:57.3,48:57.3
r5_68,Assess eligibility,29:01.9,29:01.9
r5_68,Prepare acceptance pack,38:13.9,38:13.9
r5_68,Check if home insurance quote is requested,36:03.6,36:03.6
r5_68,Send acceptance pack,52:06.4,52:06.4
r5_68,Verify repayment agreement,59:49.0,59:49.0
r5_68,Cancel application,12:57.7,12:57.7
r5_68,Loan  application canceled,12:57.7,12:57.7
r5_269,Loan  application received,30:00.0,30:00.0
r5_269,Check  application  form completeness,25:46.6,25:46.6
r5_269,Check credit history,27:59.9,27:59.9
r5_269,Assess loan risk,30:24.4,30:24.4
r5_269,Appraise property,32:20.1,32:20.1
r5_269,Assess eligibility,35:55.6,35:55.6
r5_269,Prepare acceptance pack,02:01.2,02:01.2
r5_269,Check if home insurance quote is requested,09:26.4,09:26.4
r5_269,Send home insurance quote,54:50.5,54:50.5
r5_269,Verify repayment agreement,48:15.1,48:15.1
r5_269,Cancel application,20:34.2,20:34.2
r5_269,Loan  application canceled,20:34.2,20:34.2
r5_55,Loan  application received,30:00.0,30:00.0
r5_55,Check  application  form completeness,47:19.5,47:19.5
r5_55,Check credit history,51:10.0,51:10.0
r5_55,Appraise property,45:37.2,45:37.2
r5_55,Assess loan risk,56:30.8,56:30.8
r5_55,Assess eligibility,41:18.3,41:18.3
r5_55,Prepare acceptance pack,52:15.2,52:15.2
r5_55,Check if home insurance quote is requested,10:36.2,10:36.2
r5_55,Send home insurance quote,14:07.4,14:07.4
r5_55,Verify repayment agreement,36:52.8,36:52.8
r5_55,Cancel application,37:46.4,37:46.4
r5_55,Loan  application canceled,37:46.4,37:46.4
r5_265,Loan  application received,30:00.0,30:00.0
r5_265,Check  application  form completeness,19:50.4,19:50.4
r5_265,Check credit history,41:39.5,41:39.5
r5_265,Assess loan risk,42:36.9,42:36.9
r5_265,Appraise property,52:20.8,52:20.8
r5_265,Assess eligibility,18:09.5,18:09.5
r5_265,Reject application,30:49.0,30:49.0
r5_265,Loan application rejected,30:49.0,30:49.0
r5_92,Loan  application received,00:00.0,00:00.0
r5_92,Check  application  form completeness,29:47.9,29:47.9
r5_92,Check credit history,46:11.7,46:11.7
r5_92,Appraise property,01:58.8,01:58.8
r5_92,Assess loan risk,23:55.1,23:55.1
r5_92,Assess eligibility,00:23.3,00:23.3
r5_92,Reject application,02:45.6,02:45.6
r5_92,Loan application rejected,02:45.6,02:45.6
r5_86,Loan  application received,00:00.0,00:00.0
r5_86,Check  application  form completeness,24:25.4,24:25.4
r5_86,Appraise property,28:12.2,28:12.2
r5_86,Check credit history,12:57.4,12:57.4
r5_86,Assess loan risk,32:36.9,32:36.9
r5_86,Assess eligibility,52:52.5,52:52.5
r5_86,Reject application,58:37.5,58:37.5
r5_86,Loan application rejected,58:37.5,58:37.5
r5_21,Loan  application received,30:00.0,30:00.0
r5_21,Check  application  form completeness,11:55.2,11:55.2
r5_21,Check credit history,24:45.3,24:45.3
r5_21,Assess loan risk,27:11.3,27:11.3
r5_21,Appraise property,48:12.4,48:12.4
r5_21,Assess eligibility,15:12.5,15:12.5
r5_21,Prepare acceptance pack,21:51.3,21:51.3
r5_21,Check if home insurance quote is requested,24:35.8,24:35.8
r5_21,Send home insurance quote,40:19.4,40:19.4
r5_21,Verify repayment agreement,56:39.3,56:39.3
r5_21,Cancel application,05:46.9,05:46.9
r5_21,Loan  application canceled,05:46.9,05:46.9
r5_46,Loan  application received,00:00.0,00:00.0
r5_46,Check  application  form completeness,01:43.4,01:43.4
r5_46,Check credit history,05:20.7,05:20.7
r5_46,Appraise property,21:58.5,21:58.5
r5_46,Assess loan risk,54:11.9,54:11.9
r5_46,Assess eligibility,16:18.6,16:18.6
r5_46,Prepare acceptance pack,55:46.1,55:46.1
r5_46,Check if home insurance quote is requested,27:54.4,27:54.4
r5_46,Send home insurance quote,33:30.8,33:30.8
r5_46,Verify repayment agreement,40:46.7,40:46.7
r5_46,Cancel application,50:32.3,50:32.3
r5_46,Loan  application canceled,50:32.3,50:32.3
r5_79,Loan  application received,30:00.0,30:00.0
r5_79,Check  application  form completeness,36:44.1,36:44.1
r5_79,Check credit history,40:07.8,40:07.8
r5_79,Appraise property,49:04.7,49:04.7
r5_79,Assess loan risk,55:20.4,55:20.4
r5_79,Assess eligibility,57:19.7,57:19.7
r5_79,Prepare acceptance pack,31:47.5,31:47.5
r5_79,Check if home insurance quote is requested,43:58.2,43:58.2
r5_79,Send home insurance quote,59:00.6,59:00.6
r5_79,Verify repayment agreement,07:36.4,07:36.4
r5_79,Cancel application,41:22.9,41:22.9
r5_79,Loan  application canceled,41:22.9,41:22.9
r5_327,Loan  application received,30:00.0,30:00.0
r5_327,Check  application  form completeness,36:07.1,36:07.1
